variant,annual_turnover,total_return,cagr,sharpe,max_drawdown
baseline (monthly),13.687869350762014,1.4513301660104214,0.11868693335950042,0.4779915530970544,0.45646750107564665
hysteresis exit_rank=20,13.040466261031671,1.5551632143186294,0.12450712765352678,0.4970380988509977,0.4646669559950845
hysteresis exit_rank=25,12.618988067470223,1.4102252200812435,0.1163231053080549,0.4613030179235728,0.46687426026717394
hysteresis exit_rank=30,12.325186419680175,1.3224852972724133,0.11115706832294503,0.43839008763150045,0.4643840121376531
quarterly rebalance,19.28384265397049,0.831315880473922,0.0786185985719905,0.33541042951628336,0.43729641831199556
quarterly + exit_rank=25,18.54370982012199,1.1146603543992741,0.09820375379198287,0.40734538474497445,0.4372964183119972
