year,total_return,sharpe,max_drawdown,n_days
2018,-0.20830490156758952,-1.057985345878881,0.29976369837900946,247
2019,0.33482522840796247,2.0788049413632117,0.09416243000508878,242
2020,0.27636897296701957,1.0532867189361372,0.3544265487715943,245
2021,0.4161014813978574,1.4690114437015094,0.21830832560828786,244
2022,-0.17646933123651287,-0.6455698652755045,0.25002009020574284,246
2023,0.4614315600742669,2.49696517440423,0.07888257501792678,239
2024,0.24300871815548208,1.1765628669402548,0.16983241605055213,242
2025,0.12829879030177427,0.6388215843284993,0.2716391289576555,243
