date,n,mkt60,ic20,ic60
2022-10-03,974,-0.016955812800304004,-0.07981979745078702,-0.018341646350347907
2022-11-01,972,-0.07291163835338943,0.059485359220182485,0.015578159260282137
2022-12-01,972,0.03224027048592437,0.012277755543775932,0.06182770963558119
2023-01-03,974,0.04614146757826365,0.002291437101001844,0.07452053264478822
2023-02-01,974,0.18543267353227733,0.13068049193050796,0.19622065274894865
2023-03-01,973,0.13557616338562672,0.0766909255027385,0.1752063305925846
2023-04-06,973,0.15079477574054523,0.20561542821036483,0.20216536838632226
2023-05-02,972,0.11985901996122106,0.11806067933939329,0.09553875307334556
2023-06-01,971,0.08614785436765571,0.13070557247756132,-0.013409750401453362
2023-07-03,972,0.1261393022672559,-0.014191534969007357,-0.03850436422486623
2023-08-01,971,0.10465233065742718,-0.011008141056728048,-0.02921304652954563
2023-09-01,972,0.030888747216104795,0.016738868878269537,0.05192015784419926
2023-10-02,974,0.003358334798009288,0.02183942694571415,0.017618901264175417
2023-11-01,975,-0.015565490456756814,0.059017815317511574,-0.0173713842201112
2023-12-01,974,0.06486485959108679,-0.05629579360583326,0.025699724773843736
2024-01-02,974,0.0785124594116906,0.004885030359224931,0.11034189308844906
2024-02-01,974,0.08475519991606828,0.11603477213670194,0.10280053292452195
2024-03-01,974,0.1322408620592932,0.08831913443924533,0.10365162245612733
2024-04-01,974,0.09238810164717814,0.16100871347979445,0.09890327373998585
2024-05-02,974,0.08406013672072588,-0.08700475194192382,0.00280687442841285
2024-06-03,974,0.025317349099269526,0.09237243704128173,0.007695799365546765
2024-07-01,974,0.0696302799685451,0.028798452916938715,0.020340245518374912
2024-08-01,974,0.04504261927018938,0.060391022799668535,0.005901548138410529
2024-09-02,973,0.023414148570693127,-0.005970765198507242,-0.03596255472226624
2024-10-01,974,-0.054295359289199485,0.003487869684427941,-0.018960628628531925
2024-11-01,976,0.03298171035334185,0.014438295472401861,0.022873085217959995
2024-12-02,976,-0.022088841491240463,0.06646763818255719,0.034483027224254434
2025-01-02,977,-0.004925931891405777,-0.018156242110979565,-0.05685140753196115
2025-02-03,977,-0.006255012748828892,0.0461159242493265,0.050759243699406785
2025-03-03,979,0.02129080436764652,0.0027501408195295305,0.06634657661532845
2025-04-01,978,-0.08747996111729883,0.07738857416642092,0.09083415595391804
2025-05-02,979,-0.08975463577346432,0.11703883710444268,0.08477485002161016
2025-06-02,980,-0.10745405031527411,0.1332735175901451,0.08115050146787536
2025-07-01,980,0.03249651469173087,0.0684726457774406,0.09391266392207241
2025-08-01,981,0.10404190624015897,0.1766043214626387,0.12426696794155247
2025-09-01,982,0.11647002939212925,0.032278792270894814,0.017062361345359434
2025-10-01,983,0.10714560164404907,0.07479902845708737,0.03851341183144384
2025-11-03,983,0.08894554297117407,-0.06607645488522758,
2025-12-01,984,0.03454080870514287,0.018587935973928126,
