max_holdings,min_yoy_growth,total_return,cagr,sharpe,max_drawdown,annual_turnover
30,5.0,3.1196152004106645,0.19373993628301633,0.8105203626034774,0.39095383509974607,15.1988906008978
30,10.0,3.1810714972450445,0.1959530802412104,0.8166049449834313,0.37116658503685906,15.043216411807
30,15.0,2.7174865379264355,0.17850111644010003,0.7390160878724252,0.3666301057220138,15.084219718418476
50,5.0,2.2246508864389396,0.15772089681907486,0.7071842791655997,0.3656429517159448,12.93269616502996
50,10.0,2.3863313527813634,0.1648272849060899,0.7356581087069924,0.34475016555339927,12.748968964691217
50,15.0,2.3916210809441445,0.16505472981835356,0.7352779916238925,0.3463425515990611,12.609063979864764
70,5.0,1.7513186805297205,0.13495918544827168,0.791401284726516,0.3656429517159449,8.149163527714668
70,10.0,1.6891228004950078,0.13171770736675859,0.7429414787461184,0.3447501655533993,8.59786851309848
70,15.0,1.890563138961864,0.14198993224520007,0.7706264693814836,0.332082366627721,9.175366841494325
