ranking,n_holdings,cagr,sharpe,mdd,turnover
accel,15,0.11868693335950042,0.47799155309705427,0.4564675010756463,13.697244603741987
new_high,12,0.145812616514978,0.6370340086043054,0.45192505906580166,17.33767191119117
new_high,15,0.1530672075242816,0.6799204425313878,0.4334354518471947,17.375489907159967
new_high,20,0.16889198245753811,0.7572544047604495,0.3932861445987386,17.121855239809214
new_high,30,0.17878618888359177,0.8127621458458171,0.348395782453188,16.296101037342044
new_high,50,0.18598748037862967,0.8743434864735481,0.348395782453188,14.244717040707314
