max_holdings,min_yoy_growth,total_return,cagr,sharpe,max_drawdown,annual_turnover
10,5.0,2.5107028223850927,0.17009454119006695,0.6803581750443266,0.4205343986307367,13.303611823133094
10,10.0,2.346560638570884,0.1631072199593926,0.6512511528332886,0.42053439863073677,13.179547800684634
10,15.0,2.416951680435159,0.16613959859135985,0.6630808778118651,0.42053439863073644,13.155025536124704
15,5.0,1.6318973060533781,0.12867680306193763,0.5216636396422308,0.45893264431458725,13.809180450065327
15,10.0,1.505248507440533,0.12173559121707833,0.49029950794968724,0.4553930548882444,13.68786935076201
15,15.0,1.8163581643468425,0.13828099867358423,0.5545163542482676,0.4655607451218634,13.653950951091236
20,5.0,1.857626588119933,0.14035409465819204,0.578666166652674,0.4341949481629316,13.690098993050945
20,10.0,1.76983239745095,0.1359116863665315,0.559407269781069,0.4373637146664908,13.625188599550512
20,15.0,2.1928947476604628,0.1562885944045982,0.6397410894163756,0.4252280150439672,13.618580547897444
