year,total_return,sharpe,max_drawdown,n_days
2018,-0.24775638987534865,-1.4515168168258066,0.2817722617620078,247
2019,0.3325969634750279,2.070569507151816,0.09504306262399422,242
2020,0.30522407000889196,1.1843931384695545,0.34839578245318803,245
2021,0.3906196151533232,1.4599478781597306,0.18766731466490733,244
2022,0.10183256020757936,0.5860399164689003,0.13751501599365057,246
2023,0.4076912698555586,2.4118820824804463,0.06627516409633905,239
2024,0.12610315173616504,0.7201015706974271,0.17945977271174693,242
2025,0.2472539605894135,1.0474984155925662,0.26449698666353894,243
