date,nav
2018-01-02,0.9986034739902011
2018-01-03,1.0034153409469955
2018-01-04,1.008795123623765
2018-01-05,1.0129425959398832
2018-01-08,1.004207078941268
2018-01-09,0.997324179683745
2018-01-10,0.9746519784697089
2018-01-11,0.9774987549603062
2018-01-12,0.9811691119223467
2018-01-15,0.9871604097705224
2018-01-16,0.9934665296417873
2018-01-17,0.9901399039152948
2018-01-18,1.0052569505437063
2018-01-19,0.9979173030341402
2018-01-22,0.9969827590122722
2018-01-23,0.992470399395547
2018-01-24,0.9950376838254668
2018-01-25,0.9920941250926766
2018-01-26,0.9891047521990791
2018-01-29,0.9979162162534595
2018-01-30,1.001254406547662
2018-01-31,1.0049247748531354
2018-02-01,1.0086289706745943
2018-02-02,1.0075219171084129
2018-02-05,0.987085544476994
2018-02-06,0.926643404982356
2018-02-07,0.9357244648574339
2018-02-08,0.9246028018338444
2018-02-09,0.9150442391798804
2018-02-12,0.9049752793693673
2018-02-21,0.9492469107282618
2018-02-22,0.9770961988227563
2018-02-23,0.9894075278521286
2018-02-26,1.0059375719024755
2018-02-27,1.006906625481395
2018-03-01,1.024682544195942
2018-03-02,1.0434347537942412
2018-03-05,1.0419958244070113
2018-03-06,1.045711189731838
2018-03-07,1.0349677024836361
2018-03-08,1.024677421097949
2018-03-09,1.0294559535573546
2018-03-12,1.0285651217790563
2018-03-13,1.0465946599540383
2018-03-14,1.049186904294687
2018-03-15,1.0486779325839986
2018-03-16,1.0473653484858219
2018-03-19,1.0605899187475378
2018-03-20,1.0784334401405162
2018-03-21,1.1045266289591997
2018-03-22,1.1044070134119233
2018-03-23,1.098621261066532
2018-03-26,1.0899383165515812
2018-03-27,1.101922414958467
2018-03-28,1.0881876882988486
2018-03-29,1.1004970302777324
2018-03-30,1.0988767697381627
2018-03-31,1.1042097888757145
2018-04-02,1.1085388088291632
2018-04-03,1.1293933380867898
2018-04-09,1.131853460875215
2018-04-10,1.0965299719675532
2018-04-11,1.0822417832843003
2018-04-12,1.071240129287421
2018-04-13,1.0598717107412823
2018-04-16,1.0511376598410356
2018-04-17,1.0332142179291774
2018-04-18,1.0441909162740397
2018-04-19,1.0456814184587062
2018-04-20,1.0258758729209148
2018-04-23,1.0254941516501486
2018-04-24,0.9826551283860232
2018-04-25,0.9941276968340989
2018-04-26,0.9617308227053043
2018-04-27,0.9835431695853718
2018-04-30,0.983093923620574
2018-05-02,0.9630044428669057
2018-05-03,0.948056233083732
2018-05-04,0.9374970195497372
2018-05-07,0.9575661687981379
2018-05-08,0.9399026524023691
2018-05-09,0.9685636133502525
2018-05-10,0.9685545343446873
2018-05-11,0.9655389718731077
2018-05-14,0.9650801205659238
2018-05-15,0.9691731140356787
2018-05-16,0.9658911444977317
2018-05-17,0.9537133248751526
2018-05-18,0.9568415470403937
2018-05-21,0.9826773249795147
2018-05-22,0.9903556520223793
2018-05-23,0.9744223685872898
2018-05-24,0.97600734518161
2018-05-25,0.9646528386768648
2018-05-28,0.9606513836544738
2018-05-29,0.9585875274148773
2018-05-30,0.9605578487508397
2018-05-31,0.9456154344565442
2018-06-01,0.9685727397786602
2018-06-04,0.982517580076048
2018-06-05,0.9719987898823786
2018-06-06,0.993793321732656
2018-06-07,0.9960681340122152
2018-06-08,0.9891141297364716
2018-06-11,0.9833635191635586
2018-06-12,0.978210056475212
2018-06-13,0.9748111787918001
2018-06-14,0.9700152078237256
2018-06-15,0.9844472101255844
2018-06-19,0.9813094385035391
2018-06-20,0.9572301088936732
2018-06-21,0.9604363459360499
2018-06-22,0.9303180547247694
2018-06-25,0.9183567378579801
2018-06-26,0.9346262994076154
2018-06-27,0.9455765485009063
2018-06-28,0.9383487462957958
2018-06-29,0.9522165393964958
2018-07-02,0.9687905900734617
2018-07-03,0.9401424971672564
2018-07-04,0.9385083800984416
2018-07-05,0.9132087960046075
2018-07-06,0.9281226722844005
2018-07-09,0.9171881068943117
2018-07-10,0.9366807357201836
2018-07-11,0.9260122527748907
2018-07-12,0.9430680205709128
2018-07-13,0.954038576190346
2018-07-16,0.9458028476118615
2018-07-17,0.9329218542976759
2018-07-18,0.9130716568243287
2018-07-19,0.9164805464021338
2018-07-20,0.8841552641658039
2018-07-23,0.8978112619342434
2018-07-24,0.9211865836096846
2018-07-25,0.947590040108064
2018-07-26,0.9544375548334642
2018-07-27,0.9679080690084092
2018-07-30,0.9292779871985941
2018-07-31,0.9263290464061728
2018-08-01,0.9284441051779992
2018-08-02,0.8745741867741819
2018-08-03,0.87787303083241
2018-08-06,0.865935689507707
2018-08-07,0.8985298912699934
2018-08-08,0.865358890445122
2018-08-09,0.8578638133127516
2018-08-10,0.8246376429639035
2018-08-13,0.7675830412500528
2018-08-14,0.7996942212143122
2018-08-15,0.7799269733068246
2018-08-16,0.8109925260129439
2018-08-17,0.7858565837137304
2018-08-20,0.7995947692930365
2018-08-21,0.7991556536973312
2018-08-22,0.788980653637617
2018-08-23,0.7677172209930053
2018-08-24,0.7732995873161448
2018-08-27,0.817813858794846
2018-08-28,0.8076453541377451
2018-08-29,0.8260435710145699
2018-08-30,0.8292589432472047
2018-08-31,0.834755443002929
2018-09-03,0.7886912319552205
2018-09-04,0.7965498000901845
2018-09-05,0.7899969886130433
2018-09-06,0.7727673151932779
2018-09-07,0.7455279335839564
2018-09-10,0.7318564233271584
2018-09-11,0.7317860929489828
2018-09-12,0.7299181703483704
2018-09-13,0.7196990668336186
2018-09-14,0.7406019135450153
2018-09-17,0.7403666360049168
2018-09-18,0.7085276092352912
2018-09-19,0.7047087063347165
2018-09-20,0.7003720171777585
2018-09-21,0.7266104463395338
2018-09-25,0.722881712950612
2018-09-26,0.7196773952783329
2018-09-27,0.706979249237568
2018-09-28,0.6961870279674502
2018-10-01,0.6952564315803931
2018-10-02,0.6915797203429085
2018-10-03,0.6773364325089971
2018-10-04,0.6730671649927485
2018-10-05,0.6329315704743661
2018-10-08,0.6142134360684353
2018-10-09,0.6134389744144724
2018-10-11,0.5641620104453228
2018-10-12,0.5827858317131444
2018-10-15,0.5841677854532834
2018-10-16,0.5900875793664366
2018-10-17,0.5879296359728791
2018-10-18,0.5820076480801883
2018-10-19,0.5674924439023102
2018-10-22,0.578243982220849
2018-10-23,0.5577895647300101
2018-10-24,0.5543095236612388
2018-10-25,0.5269957944054345
2018-10-26,0.5197638970567133
2018-10-29,0.5186495315827037
2018-10-30,0.508123760024748
2018-10-31,0.5318065439472124
2018-11-01,0.5583218334233542
2018-11-02,0.5672744495329723
2018-11-05,0.5686693469446944
2018-11-06,0.5626487696960051
2018-11-07,0.5850621305033648
2018-11-08,0.5872896949717021
2018-11-09,0.5899026037082361
2018-11-12,0.5810349654485125
2018-11-13,0.5916525357080121
2018-11-14,0.5931551297372553
2018-11-15,0.6005224924707717
2018-11-16,0.6032950406461831
2018-11-19,0.6074467780663654
2018-11-20,0.6017952035585756
2018-11-21,0.6081491394237286
2018-11-22,0.5989044903009193
2018-11-23,0.5933736065436499
2018-11-26,0.6027436163963559
2018-11-27,0.612352082657796
2018-11-28,0.6224347905353896
2018-11-29,0.6201316755266416
2018-11-30,0.6263515822646666
2018-12-03,0.6411550056986648
2018-12-04,0.645087747612414
2018-12-05,0.6348920886570455
2018-12-06,0.6173158407928331
2018-12-07,0.6272421333763839
2018-12-10,0.6114308205304052
2018-12-11,0.6197030812769476
2018-12-12,0.6260744583242138
2018-12-13,0.6306686413892825
2018-12-14,0.6226915249854775
2018-12-17,0.6256963804636896
2018-12-18,0.6173112279125187
2018-12-19,0.6160850266215262
2018-12-20,0.6086382634744796
2018-12-21,0.6064556491449806
2018-12-22,0.611487018401143
2018-12-24,0.6088915675216311
2018-12-25,0.6039276661735705
2018-12-26,0.5952076263274005
2018-12-27,0.6017009626724631
2018-12-28,0.6076691171554932
2019-01-02,0.6061443777441954
2019-01-03,0.6021294436241124
2019-01-04,0.5971903783150512
2019-01-07,0.6064091069158233
2019-01-08,0.6078947960326528
2019-01-09,0.6141194813345039
2019-01-10,0.6098931503000858
2019-01-11,0.610170284278595
2019-01-14,0.60743331449727
2019-01-15,0.6136562146377463
2019-01-16,0.6120971300683442
2019-01-17,0.6089809447371041
2019-01-18,0.6112585874993091
2019-01-21,0.6126709715825509
2019-01-22,0.609146432864484
2019-01-23,0.6104225819920055
2019-01-24,0.6104684945037939
2019-01-25,0.6131166973829237
2019-01-28,0.6128658362647933
2019-01-29,0.61055110341671
2019-01-30,0.6107901335681315
2019-02-11,0.6084478769313159
2019-02-12,0.6147802300492504
2019-02-13,0.6179807674477955
2019-02-14,0.6123570528629925
2019-02-15,0.6145108227129875
2019-02-18,0.6165802549618381
2019-02-19,0.6167879901655728
2019-02-20,0.616434186855272
2019-02-21,0.6175628214301425
2019-02-22,0.6128312629202017
2019-02-25,0.617615386633693
2019-02-26,0.6145328202581485
2019-02-27,0.6182294735870596
2019-03-04,0.6211028899708366
2019-03-05,0.6207023315799299
2019-03-06,0.6232203775773094
2019-03-07,0.6198554321137398
2019-03-08,0.6209255334985765
2019-03-11,0.6197596855591322
2019-03-12,0.6251115981905716
2019-03-13,0.6296516428377804
2019-03-14,0.6338989037022672
2019-03-15,0.630400336097521
2019-03-18,0.6302143512359206
2019-03-19,0.6256160743229606
2019-03-20,0.6340604693813862
2019-03-21,0.6317974222540125
2019-03-22,0.6404356895347421
2019-03-25,0.6305514421367625
2019-03-26,0.6299994436917622
2019-03-27,0.6315035202171088
2019-03-28,0.6284071577046906
2019-03-29,0.6321411201440055
2019-04-01,0.6195864858734662
2019-04-02,0.621145721947321
2019-04-03,0.622649767356956
2019-04-08,0.6190375419194886
2019-04-09,0.6279360602800402
2019-04-10,0.6337319095206723
2019-04-11,0.6219276266149019
2019-04-12,0.6193079580811496
2019-04-15,0.6113378292888373
2019-04-16,0.6155042987214009
2019-04-17,0.6125649220125172
2019-04-18,0.6067180719145464
2019-04-19,0.6044049555156088
2019-04-22,0.6013644392071817
2019-04-23,0.5964781242576734
2019-04-24,0.5945746451934334
2019-04-25,0.591697381425416
2019-04-26,0.5885386977507674
2019-04-29,0.5754696234364309
2019-04-30,0.5841922555507992
2019-05-02,0.5826423202571687
2019-05-03,0.5919897871834603
2019-05-06,0.5797771258879928
2019-05-07,0.5798782026415815
2019-05-08,0.5816616180032977
2019-05-09,0.554685590084723
2019-05-10,0.557156681010227
2019-05-13,0.5636363080946056
2019-05-14,0.5671514916811928
2019-05-15,0.5795364153610603
2019-05-16,0.5659409983266723
2019-05-17,0.5496008373880823
2019-05-20,0.5478911133591436
2019-05-21,0.558463161823864
2019-05-22,0.5557786834304129
2019-05-23,0.5461998496039981
2019-05-24,0.5445364429483334
2019-05-27,0.5355125702469962
2019-05-28,0.5441495962856464
2019-05-29,0.5461961310048822
2019-05-30,0.5509294857808428
2019-05-31,0.5568081420273985
2019-06-03,0.55351080319013
2019-06-04,0.5478252115085894
2019-06-05,0.5516519911643898
2019-06-06,0.5521561230567519
